Episode,SMILES,Reward
158,FSc1c(Cl)c2c(F)c(Cl)c1c1c3sc(c(F)c3F)c21,27.283618646168968
161,FOc1c2c(F)c(SF)c(C3(SOCl)Oc4c(F)c5c(F)c3c4-5)c1S2,9.984274888094511
163,Fc1c(F)c2c3c4sc5c(Cl)c(c6c5c36)C(F)(OCl)C2(F)Oc14,36.29883127236335
164,Fc1c(Cl)c(F)c2c(F)c1-2,19.590612086827466
169,ClOc1c2c(Cl)c3c-2c1-3,51.97199910454935
170,Fc1c(F)c(-c2c3c(F)c(F)c(OCl)c2S3)c2c(c1Cl)S2,26.745197581903135
171,ClSc1c2c(Cl)c3c(c1-2)O3,10.95954688167518
174,Cc1cc2cc(c1Cl)c1c(F)cc(c(-c3ccccc3OSc3ccc(N)c(-c4ccc(S)cc4)c3)c1S)c1c(NNCl)c(F)c(F)c2c1F,0.09016530580912985
175,FSc1c2c3sc1c(F)c3-2,6.46436753722732
176,FSc1c2c3[nH]c1c(Cl)c3-2,8.217478480904447
179,FOc1c2c3c(C(F)(Cl)C(F)(F)F)c2c13,21.335178710823307
180,NC1(F)c2c(F)c(N3Oc4ccc(F)c(F)c4S3)c(-c3c(F)cc4c(c3Cl)-c3cc-4c(ONOCl)c(-c4ccc(O)cc4Cl)c3SCl)c1c2F,3.914291757245042
183,Fc1c2[nH]c2c(OCl)c2sc3c4c(F)c(F)c(c12)c34,117.98259512548526
186,Fc1c2nc3oc4c5c(F)c3c(c3c(F)c1c23)c45,92.24927213707181
188,ClOc1c2c(Cl)c3c(c1-3)OS2,91.21892679866289
190,Fc1c2c(F)c3c-2c1-3,41.86743316874776
191,FOc1c2c(OF)c3c4c(Cl)c5c2c(F)c4c1c53,68.72118607352469
193,Fc1c(Cl)c2c3c4c(OCl)c(F)c5oc1c4c2c53,68.99024429836847
195,CC(F)Oc1c(OCl)c2cc(c1C(F)(SF)c1ccccc1)-c1c(c(F)c(Cl)c(OCl)c1N(C)c1c(N)cccc1Cl)-c1cc(Cl)c(Cl)c-2c1,8.773800717824859
198,Fc1c(F)c2c3c1c23,41.68298282077451
199,FON(c1c2c(F)c(F)c(F)c1O2)c1c(Cl)c2sc1c1c2C(Cl)=C1Cl,23.068342092092404
201,FC12SC1(Cl)c1c2c2sc2c2sc12,57.40314407818026
202,FOc1c2c(Cl)c3c2c1c1c2sc4c5c(F)c(F)c6c4c4c(F)c7sc(c6c2c(F)c(F)c4c(F)c75)c31,1.057819292830847
203,FSc1c2c3c(F)c2c1n(Cl)c1c(F)c2c(F)c2c31,28.967751283844795
204,Fc1c2[nH]c3c(C4(F)C5(F)SC54Cl)c2c13,42.238340086956434
219,FC1=C2C(F)=C3C(=C1F)C23C(F)(F)F,24.806574885613152
221,Cc1c(F)c(-c2ccccc2)c2c(F)c1-c1c3cc(c(Cl)c1-2)-c1c(F)c(c(Cl)c(Cl)c1OF)NSc1cc2cc-3c1c1c(F)cc(cc1S)o2,15.30428855517637
228,FOC1(Cl)c2c3c(SSSF)c-3c3c2C31c1c(Cl)c(F)c2c(c1OCl)O2,6.145332164224012
229,Cc1cc(F)cc2c1c1c3ccc(Cl)c1c1c(F)c(SCl)c4c(c1F)-c1c(ON)c(ccc1n2N)c1cc(c(c(Cl)c1F)c1cccc4c1)C3,13.21514180845645
232,c12c3c1c1c2c31,30.735528525961477
233,Fc1c2c3c(Cl)c-3c1-2,43.24925277986731
235,FC1(F)c2c(OCl)c(SOCl)c3c1c2-3,94.01421148619056
241,ClSc1c2c(Cl)c3c-2c1-3,10.737859545007538
245,Fc1c(Cl)c2c3c1c3n2Cl,45.04481984156134
248,Fc1c2c(Cl)c3c-2c1-3,43.24925277986731
249,Fc1c2c3c4c(c1-4)C3(F)O2,9.992134122283415
252,Fc1c2c(c3c(Cl)c1-3)S2,45.5059520466104
257,Fc1c(F)c2c(OCl)c(c1F)O2,0.19114837901410553
259,c12c3c1c1c2c31,30.3090251508788
262,FOSc1c(F)c2c(F)c(Cl)c1-2,73.46786577611839
271,FSc1c(Cl)c2c3c1c23,5.501231073039831
277,FOc1c2c(Cl)c(c(Cl)c1SSc1c(Cl)c3c(F)c-3c1SCl)O2,14.530771837068315
278,FOSc1c2c(Cl)c(SF)c(-c3c(F)c4c(OCl)c(F)c3-4)c1-2,36.455854002319
282,Fc1c(Cl)c2c3c1c23,43.67539524657552
283,FOc1c(F)c(C2=NN2SSF)c2c(F)c1-2,1.345371954216429
285,ClSOc1c2c3c(c(SCl)c1-3)S2,78.98227050694214
290,FOc1c(F)c(Cl)c2c3c1SC2(Cl)c1c2c4c(Cl)c(Cl)c1C3(O4)S2,11.187153002511081
297,Fc1c2c3c(Cl)c2c13,43.12473331222747
300,Fc1c2c(Cl)c3c-2c1-3,43.41406683240288
303,FC1(SCl)c2c(OCl)c(SCl)c3c1c2-3,95.62723641641543
305,Fc1c2oc3c(Cl)c2c13,1.4629525104125505
307,FOc1c(F)c2c(F)c(OF)c1-2,44.32478822330192
309,FSOc1c(F)c2c3oc4c5c(F)c(F)c(c1c35)c42,58.35779784627326
312,Nc1c2c(-c3c(-c4cc(F)c(F)c(O)c4S)c(-c4ccccc4)c4c(SF)c3C4(F)Cl)c(F)c(F)c1c1c3c1c1c(c4c5c(Cl)c(Cl)c2c54)c31,10.170471126244145
316,Fc1c2c(OCl)c(Cl)c(OCl)c1-2,96.04424820346809
320,Fc1c(Cl)c2c(F)c3c1C(F)(OCl)C23F,22.125759260514116
322,Fc1c(Cl)c2c3c1c23,43.27180429174147
325,ClSc1c2c3c4c(c1-4)C3(Cl)S2,97.09618452865531
329,FSc1c2c(F)c3c(nnc4c(Cl)c5c(Cl)c-5c43)c1-2,113.89566938013222
340,Clc1c2c3c4c-2c1C34Cl,3.5447273173957248
341,Fc1c2sc3c(Cl)c2c13,1.3678690045973636
346,Fc1c(Cl)c2c(SCl)c3c1c(SSCl)c23,44.18759263051198
350,Fc1c(F)c2c(C3(Cl)Sc4c5c3c3c6c(Cl)c(F)c7c(c6-5)c4c37)c-2c1-c1c(F)c2c3c1c23,11.928777170447315
354,FSc1c2c(F)c(OC(F)(F)Cl)c(Cl)c1-2,8.764472120841877
356,Fc1c(F)c2c(Cl)c(c1NS)c1c(F)c3c(c(F)c21)c1c2[nH]nnc4c5oc2c2c6c7c8oc9c%10c%11c(c5Cl)c(c4c%11c%10c9c1c72)c6c3c8Cl,17.417011198793617
358,Fc1c2sc3c(Cl)c2c13,3.6831768533860236
362,Fc1c(Cl)c2c3c1c23,43.829568651391924
375,FSC1(F)N=C(F)N1C(F)(F)c1c2c(F)c3c-2c1-3,27.59666848238975
377,FOc1c2nc(F)soc3c(Cl)c(Cl)c4oc2c(SF)c2c(OCl)c(OCl)c3c4c12,34.95064248930292
381,Fc1c2c(OCl)c3c(F)c1C3(F)c1c(Cl)c3c(Cl)c-3c1-2,37.94298608410908
382,FOc1c2c3c(Cl)c-3c1-2,49.959175245347275
386,FOc1c(F)c2c3c(Cl)c4sn(OCl)c5[nH]sc5n(F)c(c1F)c2c1c4c31,24.690544813607435
387,FOc1c(F)c(SCl)c2c(Cl)c1-2,93.59627357768969
390,FOc1c(F)c2c3nnc4c(F)c(F)c5c4c5n1c1c(SF)c2c31,41.3015486098161
394,FOc1c2c3oc4c(F)c(F)c(F)c2c4c2c1c32,64.0225472716496
395,Fc1c2c3c4oc5c(F)c6c(c7c(c57)=NC3(F)Cl)c4c1n26,52.47571876352085
396,Fc1c2c3[nH]c1c(-c1c(F)c4c(Cl)c5c1C1(Cl)OSc6c1c(F)c5c(F)c64)c3-2,13.074236897267333
397,Fc1c2c3sc4c(SCl)c5c6sc6c4c3c5c12,70.18744055727139
421,FC1=C2C3=C(C4=C1C3(F)O4)c1c2c2c(F)c(Cl)c1-2,84.40192700167516
423,Fc1c2c3c(c(c1SCl)S3)C(F)(F)O2,79.38865652080433
427,Fc1c2c(Cl)c3c-2c1-3,43.78023993237027
431,FSc1c2c3c(OCl)c2c13,8.63035812058105
433,Fc1c2c(c3c(F)c1-3)O2,42.51386197328381
437,Clc1c(Cl)c2c3c1c23,45.34751971022783
441,FC1=c2oc3c(SOCl)c(Cl)c1c2c3Cl,100.12987584578354
446,Fc1c(Cl)c(F)c2c(Cl)c1-c1c(Cl)c3c-2c(F)c1n3OCl,7.1074900983178
448,Fc1c(F)c2c3c4c1-c1c5c(F)c-3c-2c1C5(F)O4,62.39845490937756
449,Fc1c(F)c2c3c(F)c4c5c6[nH]c1c1c2c6c(Cl)c(c5c2c3c42)n1F,16.091099791574603
451,Fc1c(F)c2c(Cl)c-2c1Cl,21.166907401133752
459,Fc1c2c3c(F)c2c13,41.419640755511516
462,Fc1c2c3c(c(SCl)c1-2)OC(Cl)(Cl)O3,95.68403235536353
467,FSc1c2c(Cl)c(F)c3c4c(F)c(F)c5[nH]c6c7c(Cl)c(c(oc4c52)c6c13)C#C7,7.484695042573385
469,FSc1c2c3c-2c(F)c1C3(F)OC(F)(F)Cl,21.733265914638494
470,Fc1c(Cl)c(F)c2c3c4c5[nH]c3c(Cl)c5c2c1-4,75.73927516771535
471,FSc1c2c(F)c3c1c3n1sc3c(F)c(Cl)c2c-1c3Cl,52.37515377256448
472,ClOc1c2c3c(Cl)c2c13,6.970361476542617
473,Fc1c(Cl)c2c3c(c1Sc1c(F)c-2c2c(F)c1-2)N=N3,63.22582784251722
474,FSc1c(F)c2c3c1c23,3.651958129799207
476,Fc1c(F)c2c3soc1c32,6.814559700090351
477,Fc1c2c3c4c5c1c1c6c-5c(c5c1c1c(c-5c(Cl)c2c1-4)N3OCl)C6(F)Cl,16.298574577402004
480,Fc1c(Cl)c2oc3c(F)c4c(SCl)c(c3F)c(c1Cl)c2-4,34.75418857329373
481,FC12c3c1c1oc3c(SCl)c12,1.1148934984507604
482,FOc1c(F)c2c(F)c-2c1OF,43.710101524551014
483,Fc1c2c3c(F)c4c1sc1c3c(F)c(c(F)c14)S2,68.54754822616083
494,c12c3c1c1c2c31,30.475590803544755
498,FC1=NOc2c(F)c3oc2c(Cl)c31,98.48846854610208
502,ClOc1c(Cl)c2c3c(c1-3)OC2(Cl)SCl,93.16171651184042
506,FSSc1c2sc3c(F)c2c13,61.05371199178078
507,FOC12Sc3c1c1oc4c(F)c(c5[nH]sc3c(F)c1c4c5Cl)-c1c3c(F)c(OCl)c2c1-3,20.60906562732754
513,FOc1c(OCl)c2c3c1c23,12.734740871590487
528,Fc1c2oc1c1soc1c2Cl,11.237943678777054
531,Fc1c2c(F)c(-c3c4c(F)c5[nH][nH]c6c(F)c7c(c(c6F)c3c5-7)S4)c(Cl)c1-2,40.50094897921098
538,Fc1c(F)c2c(C(F)(F)SCl)c-2c1Cl,62.43865459547164
539,FSc1c2c3c4c(c1-2)C3(OCl)c1c(F)c2c(c-2c1F)O4,59.60274956662924
541,FSc1c2c(F)c(OCl)c3c1C1(F)C4=C(Cl)C2=C1C(SCl)=C43,20.853541114914933
543,Nc1c(F)c2c3ssc4c5c(NSF)nc6c(F)cc7c3c1oc1cc(Sc3cccc(O)c3)cc(-c3ccccc3)c1oc5c1c4c1c7c62,19.35901737603699
544,FOC1(F)Oc2c3c(F)c4[nH][nH]c4c2-c2c(F)c(F)c-3c1c2F,31.130379821352484
546,Fc1nc2c1c1c(F)c(F)c21,45.487142164964176
550,ClOSc1c(SCl)c2c3c1c23,92.85753268327417
552,Fc1c2c3c-2c(-c2c(F)c4c(SCl)c5c2nc45)c1-3,95.8319365404369
567,Nc1c(-c2c(-c3cccc(S)c3)ccc(Cl)c2F)c2c(CF)c3c1c1cc(sc4c(F)c5nnc6c(O)c7c(Cl)c3c6c5c7c4Cl)c(O)cc21,21.487000571604007
577,Fc1c(F)c2c3c4c1c1c4c3c3c2c13,34.83909058931393
579,Fc1c(F)c2c(F)c-2c1F,11.325627529884347
587,Fc1c(F)c(OCl)c2sc3nc2c1C3(F)SCl,12.453151619139305
595,Fc1c(Cl)c2c3oc1c32,47.339926284557706
596,FC1=C2c3c4c(F)c(c1c32)SO4,12.855555842046378
597,Fc1c2c(F)c3c-2c1-3,41.569919893920826
602,Fc1c(F)c2c(OCl)c-2c1Cl,40.503780211462946
603,Fc1c(Cl)c2c3c1c23,43.06029485966654
610,FSc1c2c(Cl)c3c-2c1-3,6.376255588606094
611,Fc1c(Cl)c2c3c4c1-c1c5c(F)c6c7c1N5C15Oc8c(Cl)c(c9c(c8C91N1N3C1(Cl)O5)O2)OC467,27.967488031930422
612,Clc1c2c3[nH]c4c2c2c5nn(Cl)c3c3c1c2c5c43,71.01561704796092
613,Fc1c2c(Cl)c3c4c1c1c4c4sc4c2c31,80.74892355726257
622,Fc1c(Cl)c(-c2c3c(F)c-3c3sc4[nH]c=4oc23)c(Cl)c2c1S2,68.24537925278658
624,FOc1c2oc3c4[nH]c5c4-c(c(SF)c2Cl)c1oc3c5F,71.70446668377983
630,FSOc1c(Cl)c2c3c1c23,10.442681255273714
637,Fc1c2c3c(F)c2c13,41.81031172321369
638,FSc1c2c(Cl)c3c-2c1-3,6.376255588606094
639,FOc1c(F)c2c(F)c(c1Cl)c1c3c(F)c(F)c2c1-3,34.68411634409571
642,Fc1c2c(Cl)c3c-2c1-3,43.31958045134617
643,Clc1c2c3c4c5c1C1(O4)c4c(c-3c3c6c(Cl)c(Cl)c(c(c61)O2)c3c4Cl)S5,40.614895312615225
646,Clc1c2c(Cl)c3c-2c1-3,45.36020064255009
651,FOc1c(Cl)c2c3nc1c1c2c2c(c(OCl)c(F)c3c2F)C1(F)Cl,4.938685559015685
652,Fc1c2[nH]c3c(Cl)c2c13,6.053301865795865
654,Fc1c2c(c3c(F)c1-3)O2,42.437114696686784
655,FSc1c2c(F)c-2c(F)c1-n1[nH]c2c3c1c1sc2c1-3,98.22585947369372
658,FC1(F)c2c(OCl)c3c1c-3c2SCl,87.7828460831982
659,s1c2c1c1c3c2c13,33.18600492485927
660,FSc1c2c3c(Cl)c2c13,5.331225368283203
666,Fc1c2c3c-2c(-c2c4c(Cl)c(Cl)c-4c2C24SC2(F)C4(F)F)c1-3,20.730656054083568
668,FOc1c(Cl)c(OF)c2[nH]c3c4c(Cl)c(F)c(c2c1F)c34,49.59624342845848
672,Clc1c2[nH]c3c(Cl)c2sc13,12.464415462500051
683,FOc1c2c(SF)c3c-2c1-3,12.359119998114494
693,Fc1c2c3c-2c(F)c1C(F)(Cl)C3(F)Cl,14.271517915070827
698,Fc1c2c3c(Cl)c(c1-2)C(Cl)(OCl)O3,78.45841105816747
703,Clc1c2c3c-2c(C2(Cl)OS2)c1-3,77.08509068622409
705,CC(F)c1c(F)c(Sc2c(Cl)cc(N)c3c2-c2cc(O)c(O)c(c2F)C(F)(Cl)c2c(N)cc(OF)cc2C3)c(SS)c2oc3ccccc3c12,30.72441013990956
709,FSc1c(Cl)c2c3c-2c(SCl)n(Cl)c3c1F,47.553149149001186
711,FOc1c2c(F)c(F)c(Cl)c1-2,39.08904138343458
717,FSc1c2c(Cl)c3c-2c1-3,6.376255588606094
720,Fc1c(F)c2c3c(F)c1c1c(OCl)c(F)c4c(c1F)c3c24,18.938972791423996
721,Fc1c(Cl)c2c3oc3c12,47.64616105803907
727,Fc1c2c(SCl)c3c-2c1-3,5.189663323656958
731,FOc1c2oc3c(Cl)c2c13,7.607027513137009
734,FSc1c(F)c2c(F)c(c1F)-c1c(F)c(Cl)c3c(F)c1N3O2,41.85363333945888
737,Clc1c(Cl)c2c3c4sc5c(c6oc6c3c52)c14,134.03537866521287
739,Fc1c2c(Cl)c-2c(OCl)c1-c1c2c(Cl)c3c-2c1-3,114.46182165625584
745,Fc1c(Cl)c2sc3c1oc23,9.102335156013893
748,Fc1c2c(Oc3c4c5sc3c(Cl)c5-4)c3c-2c1-3,88.55326540945791
750,Fc1c2c(Cl)c3c-2c1-3,43.521949319909844
753,FC1=NC(F)(F)c2c1c(F)c1c3c2C13Cl,39.12608857042063
755,Fc1c(F)c2c(-c3c4c5c(Cl)c-5c3-4)c-2c1Cl,108.97839492046717
757,Clc1c2c3c4c-2c1C34Cl,4.489245915609652
759,Fc1c(Cl)c(Sc2c3c4c(Cl)c3c24)c2c3c1C23SCl,64.5605870419074
765,Fc1c(F)c(-c2c(F)c3c(Cl)c(F)c2-3)c2c(Cl)c1-2,67.39480542892115
767,FSc1c(F)c(SF)c2c(F)c1-2,87.28169546927982
773,FOC1(OCl)c2c(Cl)c(Sc3c(F)c4c5c3c45)c3c1c2S3,42.05394709543022
774,FSc1c2c(OCl)c3c-2c1-3,14.044326161435652
775,Fc1c(Cl)c2c3c1c23,43.27180429174147
776,FOc1c2c(F)c3c(Cl)c1c1c(F)c3c(Cl)c2c1Cl,41.24764110543347
780,Clc1c2c3[nH]c1c(Cl)c3-2,8.633235605613867
782,Fc1c2oc3c4c2c2c(Cl)c-4c(c(Cl)c2C(F)(Cl)SCl)c13,16.973293205687856
784,Fc1c(Cl)c2sc3c1c23,46.220264938764295
785,Fc1c2c(Cl)c3c(c1-2)SSS3,72.85615581062864
790,Fc1c2c3c(F)c4c1OC1(c5c(C(F)(Cl)N(SCl)SCl)c(c6c(Cl)c5C61F)N=N2)N34,15.19177562070439
792,FOc1c(OCl)c(F)c2c(SCl)c1-c1c3c4c(c5c1c1c6[nH]c(c(Cl)c36)c51)C24OCl,21.146891529729416
793,Fc1c2c(SCl)c3c(c1-2)S3,8.75482966303472
795,Fc1c2nnc3c(F)c2c13,3.2361606874816484
798,Fc1c(SCl)c2c3oc1c32,10.385043710898223
799,NCc1ccc(-c2c(O)c(S)c(F)c(Cl)c2-c2c(F)c(Sc3ccc(Cl)cc3O)cc3c2c2c(Cl)c(Cl)c4[nH]c4c32)c(-c2ccccc2S)c1,41.913651175607
808,Fc1c(OCl)c(F)c2sc3c(F)c4c(Cl)c-4c3c2c1Cl,75.91201133548435
809,FSc1c2[nH]c3c4c5c(Cl)c(oc1c(F)c-4c2OC5(F)SF)c3Cl,13.70168273169216
812,Fc1c(F)c2sc3c2c2c=3[nH][nH]c12,7.679737368522923
815,Fc1c(F)c2c(c(F)c1Cl)O2,16.119973294721195
820,NOc1c(Cl)c(F)c(SN)c(-c2c(F)c(F)c(Oc3ccccc3Cl)c(Cl)c2-c2cc(Cl)c3c(O)c2C3F)c1-c1cc(O)c(F)c(CCO)c1,2.5037934971442617
821,FSSc1c(SCl)c(F)c2c(-c3c4c5nnc3c(Cl)c5-4)c1-2,45.659768029889136
832,ON1c2cc(S)cc(c2)N2Oc3cc4c2c(c3F)c2cc3c5c(F)c(Cl)c4c1c5-c1c(OCl)c4c(Cl)c5cc(Cl)c2cc3c2cc-4cc(c2)c15,28.639464772572335
840,FC1=C2C3=c4sn(SCl)c5c6c(F)c(Cl)c(c1c4C23Cl)c5-6,62.65362510222275
841,Cc1c(F)c2c(c(F)c1Cl)N=Nc1c3cc(O)cc1N2C1Oc2cc(F)c(F)c(c2)-c2c(C)c(O)c(c(O)c2F)-c2c(F)c1c(Cl)c-3c2OF,10.719715991102323
846,Fc1c(Cl)c2c(Cl)c(OSCl)c1-2,80.10077583730681
851,Fc1c2c3ooc4c-2c(F)c2c4c2c(c1F)c3F,23.374457166313512
857,FOc1c(F)c(Cl)c2c3c4oc5nn5c2c1c3c(SCl)c(F)c4OCl,41.70865693813666
865,FOc1c2c(F)c3c-2c1-3,48.51567626172259
875,FOc1c2c(Cl)c3c4c5sc(c24)c2c1c3c52,95.8909926894545
877,FOC12Sc3c(Cl)c(Cl)c(F)c1c32,88.56773798829381
879,Fc1c(Cl)c2c3c1sc1nc4c(o1)c1sc5c6c(F)c7c([nH]c1c(c46)c23)c57,76.06209460839281
881,ClOc1c(Cl)c2oc1c(OCl)c2SCl,15.547590476285862
882,FSc1c2c3c(Cl)c-3c1-2,7.2478979732320585
883,Nc1ccccc1ONC1(c2c3cc(F)c(F)c2-c2ccccc2-3)Oc2c(F)c(OCOF)c(c(F)c2Cl)-c2c(Cl)c(S)c(N(S)S)c(F)c21,6.5404567118690675
886,c12c3c4c1c3c24,30.47988800510242
888,FC1=C2Sc3c(Cl)c(Cl)c4c(F)c3SC43C1=C(F)C(F)=C23,9.469119420926024
891,Oc1c2sc1c1c3c(Cl)c(-c4c(F)cc(F)cc4-c4ccc(S)cc4)c(F)c(c3Oc3ccccc3S)c1c2Sc1c(F)c(Cl)c2c(SF)c1-2,7.06287505246946
897,Fc1c(F)c2c3c4c(F)c-2c(c(F)c4Cl)c3c1SCl,28.346350799911892
899,Fc1c2c3c(Cl)c2c13,43.27180429174147
901,Fc1c(F)c2c(Cl)c(F)c1-2,29.530847175625468
903,NC(N)(Cl)c1c(Sc2ccc(Cl)c(F)c2)c(O)c(F)c(Cl)c1-c1c(-c2ccccc2-c2ccccc2)c(F)cc(Cl)c1-c1c2cc-2c(O)c1F,17.020977283442285
908,FSC(F)(Cl)Oc1c(F)c(Cl)c2c(oc3c2c(F)c(OCl)c2c4c5c(c6c-5c46)c32)c1F,9.821059129940636
910,FC12Oc3c(Cl)c4c1c(c3-4)C2(F)SCl,66.48270007523705
913,Fc1c(Cl)c(F)c2c3c1oc1nc4c5c-3c(F)c3on(oc6c-5c5c(Cl)c(c62)C#CC15F)c43,11.392146247351782
916,Fc1c(Cl)c2c3c(c1C(F)(F)Cl)N23,84.68561633828165
920,FOc1c(Cl)c2c(c(Cl)c1SF)O2,15.121723007046477
930,FOc1cc(-c2c(Cl)c3[nH]oc4c5sc6c(c5Cl)c5c(Cl)c(-c7cc(F)cc(-c8ccccc8F)c7)c7sc5c7sc3c(c2F)c46)ccc1F,24.178938172744452
933,FOc1c2c(c3c(F)c1-3)O2,8.710496658336876
937,Fc1c2c3c(F)c-2c1-c1c(F)c2c(F)c-3c1-2,61.39647283472198
938,Fc1c(Cl)c2c(-c3c4c5c(Cl)c-4c3C5(F)SCl)c-2c1OCl,18.50920013727584
941,Fc1c2c(F)c3c-2c1-3,41.86743316874776
942,FSc1c(F)c2sn3c1c(on1nc13)c2F,0.9318251148857826
943,Fc1c2oc3c4c5c6c(Cl)c3n(Cl)c1c4c5c26,60.69709946694397
954,Fc1c2c3c(c(F)c1-3)C(F)(Cl)SC(F)(Cl)O2,39.42795482652649
956,Fc1c(OCl)c2c(OCl)c3c1n2-3,101.18309088674722
957,FSc1c(F)c2c3c1c23,3.274084515423655
961,FSc1c2c(F)c(OCl)c(-c3c(Cl)c(Cl)c4ooc4c3F)c1-2,23.287506194088678
963,FOc1c2c(F)c-2c(Cl)c1-c1c(SF)c2c(F)c(F)c1-2,40.456631768777314
966,ClOc1c(Cl)c2c3oc3c12,57.13496532388047
968,FSc1c2c3c-2c2c1-c1c(OCl)c-3c(c(F)c1N1N=N1)OC2(F)F,45.78250924624329
973,FSc1c2c(F)c3c(c1-2)N=C3SCl,106.09604060342252
976,Fc1c(OCl)c2c(F)c3c1N(c1c(F)c4c5c1c45)c1c(OCl)c(Cl)c3c(F)c12,20.852537260641633
979,FOc1c2ssc3c(F)c2c13,4.810468999813374
986,Fc1c(F)c2c3oc1c32,45.398554294209006
990,Fc1c(Cl)c2c3oc3c1c1c(F)c3c(c1OCl)c23,70.6972961689455
996,Fc1c2c3c(Cl)c2c13,43.67539524657551
1003,Fc1c2oc2c(Cl)c2c#cc3c(SCl)c(F)c(c4[nH]c34)c12,73.46687664556737
1008,FOc1c(Cl)c2c3c1c23,4.9772093447244075
1014,Fc1c2c(c3c(F)c1-3)O2,42.723064209819896
1016,Clc1c2c3[nH]c1c(Cl)c3-2,5.222525035179311
1017,Clc1c(Cl)c2c3c1c23,45.34751971022783
1028,FOc1c2c3c4o[nH]c4c1-c1c4c5c(Cl)c6c1C63Oc1c(Cl)c(c(Cl)c3c1-c1c(F)c-2c-4c(F)c1-3)O5,9.190157113972713
1032,FSc1c(F)c2[nH]c1c(Cl)c2F,86.32165582173864
1050,FOC1=C2Oc3c2c2c(c(SSCl)c3-2)C1(F)OCl,89.76967413533157
1053,FOc1c(Cl)c2c3c-2c1C3(F)SF,87.966213062381
